Numero,Nome,Sesso,Attività,Paesi di prima pubblicazione,Mercati,Editori,Insegna presso
,"Braglia, Elisa",F,Colori,IT,P,The Walt Disney Company,
,"Brualdi, Guido",M,Autore unico,IT,GN,Maledizioni,
,"Bracanti, Valentina",F,Disegni,FR,GN,Kramiek,
,"Bucci, Marco B.",M,Disegni,"FR, IT, US",P,"Panini Comics, Editions Soleil",
,"Bruttomesso, Michele",M,"Disegni, Autore unico",IT,GN,"Edizioni Zanetti, Il Battello a Vapore",
,"Bugané, Lucrezia",F,Disegni,IT,GN,Lavieri Edizioni,
,"Buffolo, Alessia",F,Disegni,FR,GN,"Editions Clair de Lune, Kennes",
,"Butticè, Federico",M,Disegni,IT,P,Editoriale Cosmo,Scuola internazionale di Comics - Torino
,"Buscicchio, Alberto",M,Disegni,IT,P,Sergio Bonelli Editore,
,"Cadonici, Letizia",F,Disegni,IT,P,Star Comics,
,"Cacciatore, Livio",M,Disegni,IT,P,The Walt Disney Company,
,"Calabria, Dario",M,Colori,IT,P,Sergio Bonelli Editore,
,"Caizzi, Francesca",F,Sceneggiatura,IT,GN,Edizioni Inkiostro,Scuola di fumetto INKiostro (Foggia)
,"Camarda, Larry",M,Disegni,IT,P,"Little Nemo, Baldini e Castoldi",
,"Camerini, Lorenzo",M,Sceneggiatura,IT,P,The Walt Disney Company,
,"Campagna, Dario",M,Autore unico,IT,GN,Beccogiallo,
,"Campanini, Tommaso",M,Disegni,US,P,"FreakTown Comics, Sugar Skull Media",The Sign - Comics & Arts Academy (Firenze)
,"Caneschi, Theo",M,Disegni,FR,GN,"Editions Delcourt, Dargaud",
,"Cangialosi, Ciro",M,"Disegni, Colori",IT,"P, GN","The Walt Disney Company, Shockdom",Scuola internazionale di Comics - Torino
,"Capolupo, Angela",F,Colori,IT,P,The Walt Disney Company,
,"Cappelli, Caterina",F,"Disegni, Autrice unica",IT,GN,Il Battello a Vapore,
,"Caracuzzo, Flavia",F,Colori,FR,GN,Editions Soleil,
,"Carità, Francesca",F,Disegni,IT,GN,Tunué,
,"Carratù, Vincenzo",M,Disegni,IT,GN,Cut Up Publishing,
,"Carriero, Marcello",M,"Disegni, Sceneggiatura",IT,P,The Walt Disney Company,
,"Casetti, Giorgia",F,Disegni,FR,GN,Guymic,
,"Castellani, Renata",F,Disegni,"FR, IT","P, GN","The Walt Disney Company, Le Editions Le Lombard",
,"Cedeno, Niccolò",M,Disegni,IT,GN,Tunué,
,"Centomo, Erika",F,Sceneggiatura,IT,"P, GN","The Walt Disney Company, Tunué, Tridimensional SRL",
,"Cerri, Mara",F,Autrice unica,IT,GN,Coconino Press,
,"Cicarè, Mauro",M,Disegni,IT,GN,Edizioni NPE,
,"Ciminale, Manfredi",M,Autore unico,IT,GN,Coconino Press,
,"Colombo, Ileana",F,Lettering,IT,P,Sergio Bonelli Editore,
,"Clarke, Judie",F,Disegni,IT,P,The Walt Disney Company,
,"Comino, Patrizia",F,Colori,US,P,AfterShock Comics,
,"Congedo, Giuseppe",M,Sceneggiatura,IT,P,Bugs Comics,
,"Colosimo, Riccardo",M,Disegni,FR,GN,Editions du Long Bec,SRF - Scuola Romana dei Fumetti
,"Caruso, Antonia",F,Sceneggiatura,IT,GN,Feltrinelli Editore,
,"D'Agostino, Salvo",M,Autore unico,IT,GN,Tunué,Scuola superiore d'arte applicata (Milano)
,"Curto, Ruben",M,Colori,US,P,"Aspen Comics, Zenescope",Scuola internazionale di Comics - Napoli
,"D'Amico, Marco Cosimo",M,Sceneggiatura,FR,GN,Dargaud,
,"D'Agostino, Adamo",M,Sceneggiatura,IT,P,The Walt Disney Company,Scuola internazionale di Comics - Napoli
,"Cuffari, Salvatore",M,Disegni,IT,P,Sergio Bonelli Editore,
,"D'Ippolito, Francesco",M,"Disegni, Sceneggiatura","IT, US",P,"The Walt Disney Company, IDW Publishing",Scuola internazionale di Comics - Genova
,"D’Angelo, Simone",M,Autore unico,IT,GN,Noise Press,
,"d'Armini, Simone",M,Disegni,"FR, US","P, GN","Editions Glenat, IDW Publishing",
,"D’Antonio, Paolo",M,Autore unico,IT,GN,BD,
,"D’Angelo, Marco",M,Sceneggiatura,IT,GN,Edizioni NPE,Scuola internazionale di Comics - Roma
,"D’Uva, Alessio",M,"Sceneggiatura, Lettering",IT,GN,"Kleiner Flug, BD",Scuola internazionale di Comics - Firenze
,"D’Errico, Andrea",M,Colori,IT,P,Sergio Bonelli Editore,
,"Dal Prà, Roberto",M,Sceneggiatura,"FR, IT","P, GN","Editoriale Aurea, Editions Delcourt",Scuola internazionale di Comics - Roma
,"De Angeli, Matteo",M,Lettering,IT,"P, GN","Panini Comics, Arnoldo Mondadori Editore, Beccogiallo",
,"Daveti, Samuel",M,Sceneggiatura,"FR, IT",GN,"Shockdom, Editions Soleil, Sarbacane",
,"De Bernardis, Alessandra",F,Disegni,FR,GN,Kamiti,
,"De Cunto, Marta",F,Sceneggiatura,IT,P,The Walt Disney Company,
,"De Franco, Andrea",M,Autore unico,IT,GN,Feltrinelli Editore,
,"Crotti, Mattia",M,Disegni,"FR, IT",GN,"ReNoir Comics, Editions Soleil, Petit à Petit",Scuola del fumetto (Verona)
,"De Martino, Fran",F,Autrice unica,IT,GN,BD,
,"De Martino, Marcello",M,Disegni,"FR, IT","P, GN","The Walt Disney Company, Casterman",Scuola italiana di Comix (Napoli)
,"De Sio, Alessia",F,Colori,IT,GN,Ex Libris,
,"De Stefano, Michele",M,Autore unico,IT,GN,Feltrinelli Editore,
,"De Napoli, Ylenia",F,Colori,IT,P,Sergio Bonelli Editore,
,"Del Proposto, Federica",F,Autrice unica,"FR, IT",GN,"Coconino Press, First Editions, Editions Gallimard",
,"Del Conte, Alessandro",M,Disegni,IT,P,The Walt Disney Company,
,"Dell’Omodarme, Francesca",F,Autrice unica,IT,GN,BAO Publishing,
,"Dell’Olio, Giuseppe",M,Disegni,IT,GN,Kleiner Flug,
,"Di Felice, Cinzia",F,Disegni,FR,GN,"Editions Clair de Lune, Sandawe",
,"Di Leo, Isabella",F,Autrice unica,IT,GN,Beccogiallo,
,"Di Giorgio, Mariachiara",F,Autrice unica,IT,GN,Coconino Press,
,"Di Lorenzo, Veronica",F,Disegni,IT,P,The Walt Disney Company,
,"Di Matteo, Francesca",F,Disegni,IT,GN,Kleiner Flug,
,"Di Noia, Mirko",M,"Disegni, Autore unico",IT,GN,"Cronache di Topolinia, Murano Publishing",
,"Di Pietro, Eleonora",F,Sceneggiatura,FR,GN,CEris Edizionies & Coquelicots,
,"Di Padova, Elia",M,Disegni,IT,GN,Shockdom,Pencil ART (Bari)
,"Di Virgilio, Elisa",F,Disegni,IT,P,Star Comics,
,"Dimaggio, Giancarlo",M,Sceneggiatura,FR,GN,"Editions Clair de Lune, BDMusic",
,"Dinisio, Carmine Moreno",M,Colori,"IT, US",P,"Sergio Bonelli Editore, Urban Comics",
,"Dottori, Alessandra",F,Colori,IT,P,Sergio Bonelli Editore,
,"Ebon, Chiaretta",F,"Disegni, Sceneggiatura",IT,GN,Shockdom,
,"Dzierzawska, Zosia",F,Autrice unica,IT,GN,Topipittori,
,"Ecuba, Ennio",M,Sceneggiatura,IT,P,The Walt Disney Company,
,"Ercolani, Emanuele",M,"Disegni, Chine, Colori, Autore unico, Lettering","IT, US",P,"Edizioni BD, The Walt Disney Company, J-Pop, Noise Press, IDW Publishing, Heavy Metal Magazine",
,"Fabbri, Sara",F,Disegni,IT,GN,Add Editore,
,"Fabris, Silvia",F,Disegni,FR,GN,"Les Humanoides Associes, Editions Soleil",
,"Fabiano, Gilda",F,Sceneggiatura,IT,P,Bugs Comics,
,"Zamborlini, Francesca",F,Colori,IT,P,Sergio Bonelli Editore,
,"Falchetti, Mauro",M,Sceneggiatura,IT,P,"Bugs Comics, Prankster Comics",
,"Fantini, Catia",F,Disegni,US,P,Advent Comics,Scuola internazionale di Comics - Reggio Emilia
,"Farricella, Arianna",F,Disegni,US,P,Edgar Rice Burroughs,
,"Fattore, Alessia",F,Disegni,IT,P,Sergio Bonelli Editore,Scuola internazionale di Comics - Pescara
,"Febbraio, Michele",M,Lettering,IT,GN,Beccogiallo,
,"Federico, Mariacristina",F,Colori,FR,"P, GN","Editions Glenat, Bamboo Editions",
,"Ferracina, Mario",M,Disegni,IT,P,The Walt Disney Company,
,"Ferrari, Annalisa",F,"Disegni, Chine, Colori",FR,GN,"Planeta DeAgostini, Petit à Petit, Editions Paquet, ABC Melody",
,"Fichera, Diego",M,Disegni,IT,GN,Magic Press Edizioni,
,"Filippelli, Luigi",M,Sceneggiatura,IT,GN,Maledizioni,
,"Fila, Nicolò",M,Disegni,IT,GN,Beccogiallo,
,"Fiori, Giuseppe Angelo",M,Sceneggiatura,IT,GN,Beccogiallo,
,"Follini, Christian",M,Colori,IT,GN,ReNoir Comics,
,"Formisani, Dario",M,Disegni,IT,GN,"ReNoir Comics, Edizioni Inkiostro",
,"Francesconi, Gianluca",M,"Disegni, Chine",IT,P,Menhir,
,"Frezza, Riccardo",M,Disegni,IT,P,"Star Comics, Bugs Comics",
,"Franzò, Federico",M,Disegni,IT,P,The Walt Disney Company,
,"Fruch, Adriano",M,Disegni,IT,GN,ReNoir Comics,
,"Gabrielli, Giulia",F,Lettering,IT,GN,"Tunué, BD, Sonda",
,"Gala, Ingrid",F,Disegni,US,P,Dynamite Entertainment,
,"Galli, Elena",F,Sceneggiatura,IT,P,The Walt Disney Company,
,"Gamba, Riccardo",M,Sceneggiatura,FR,GN,Editions Clair de Lune,
,"Gandolfo, Elisa",F,Disegni,FR,GN,Editions Jungle,
,"Gambino, Miriam",F,Disegni,IT,P,The Walt Disney Company,
,"Generoso, Marco",M,Sceneggiatura,IT,P,Alias - il Manifesto,
,"Genovesi, Roberto",M,Sceneggiatura,IT,"P, GN","Comic Art, Alessandro Editore, San Paolo Periodici",
,"Gentili, Mattia",M,Lettering,"IT, US","P, GN","Leviathan Labs, Scout Comics, DoubleShot, Action Lab, Behemoth Comics, Kraven Comics",
,"Giacopetti, Emanuele",M,Autore unico,IT,GN,Bebert Edizioni,
,"Giampà, Umberto",M,Disegni,IT,GN,Shockdom,
,"Giardina, Gianfranco",M,"Disegni, Colori",IT,GN,Lavieri Edizioni,
,"Giommarresi, Salvatore",M,Autore unico,IT,GN,Kappalab,
,"Giorgiani, Germano",M,Disegni,FR,GN,"Editions Glenat, Robinson",
,"Giorgilli, Cristina",F,"Disegni, Chine, Colori",IT,P,The Walt Disney Company,
,"Giugiaro, Francesco",M,Sceneggiatura,FR,GN,Ankama Editions,
,"Giunta, Pier Giuseppe",M,Sceneggiatura,IT,P,The Walt Disney Company,
,"Grandi, Simona",F,Sceneggiatura,IT,P,The Walt Disney Company,
,"Grassi, Veronica",F,Disegni,IT,GN,Kleiner Flug,Scuola internazionale di Comics - Firenze
,"Guida, Giacomo",M,Disegni,US,P,Short Fuse,
,"Guidolin, Elena",F,Disegni,IT,GN,Beccogiallo,
,"Iannicello, Claudia",F,Colori,US,P,"IDW Publishing, Titan Comics, Dynamite Entertainment",NID - Nuovo Istituto Design (Perugia)
,"Imparato, Chiara",F,Colori,IT,P,Sergio Bonelli Editore,
,"Iozzoli, Marcello",M,Colori,IT,P,Sergio Bonelli Editore,
,"Iudica, Michele",M,Sceneggiatura,IT,P,Astorina,
,"Karicola, Chiara",F,Disegni,IT,GN,Tunué,
,"La Barbera, Rosa",F,Disegni,"FR, IT","P, GN","The Walt Disney Company, Editions Dupuis",
,"Lambiase, Nadia",F,Sceneggiatura,IT,GN,Beccogiallo,
,"Lanza, Giorgia",F,Colori,"IT, US",P,"The Walt Disney Company, Dark Horse Comics, Manfont, Impact Theory Comics",
,"Landolfi, Mariarosaria",F,Colori,IT,GN,Cronache di Topolinia,
,"Leoni, Lucio Alberto",M,Disegni,"FR, IT","P, GN","The Walt Disney Company, Editions Soleil, Le Editions Le Lombard",
,"Lo Bocchiaro, Giuseppe",M,Disegni,IT,GN,Beccogiallo,
,"Lo Cascio, Ludovico",M,Disegni,IT,GN,Edizioni NPE,
,"Maddaleni, Paolo",M,Colori,US,P,IDW Publishing,SRF - Scuola Romana dei Fumetti
,"Maglianesi, Lorenzo",M,Disegni,IT,GN,Noise Press,
,"Makyo, Pierre",M,Sceneggiatura,"FR, IT","P, GN","Editoriale Cosmo, Editions Delcourt, Editions Glenat, Editions Dupuis",SRF - Scuola Romana dei Fumetti
,"Malara, Diego",M,Disegni,"IT, US",P,"Panini Comics, Dc Comics, Marvel Comics",
,"Malatini, Michael",M,Sceneggiatura,IT,P,Star Comics,
,"Malosso, Massimo",M,Colori,IT,P,San Paolo Periodici,Scuola internazionale di Comics - Padova
,"Mancini, Fabio Pia",M,Disegni,IT,GN,Il Battello a Vapore,
,"Mandalari, Mauro",M,Disegni,US,P,"Titan Comics, Absolute Comics",
,"Marra, Christian G.",M,Autore unico,IT,GN,Passenger Press,Scuola Mohole (Milano)
,"Marras, Giorgia",F,Autrice unica,"FR, IT",GN,"Diabolo, Steinkis",
,"Marsoli, Lisa",F,Sceneggiatura,IT,P,The Walt Disney Company,
,"Martellini, Marco",M,Disegni,IT,GN,Edizioni NPE,
,"Riboldi, Riccardo",M,Lettering,IT,P,Sergio Bonelli Editore,
,"Martinelli, Gloria",F,Colori,IT,P,Sergio Bonelli Editore,Scuola Mohole (Milano)
,"Maruccia, Alessio",M,"Disegni, Chine",IT,P,Bugs Comics,
,"Mazzara, Aurelio",M,Disegni,IT,P,The Walt Disney Company,
,"Mazzoli, Leonardo",M,Disegni,IT,GN,Beccogiallo,
,"Medulla, Alessandra",F,Colori,IT,GN,Beccogiallo,
,"Messina, Ediberto",M,Disegni,IT,P,Editoriale Aurea,
,"Michieli, Lucio",M,Chine,IT,P,The Walt Disney Company,
,"Milone, Mirko",M,"Chine, Autore unico",IT,GN,"Carocci, Ivvi, Ente editoriale per l'Arma dei Carabinieri",
,"Minciaroni, Davide",M,Autore unico,IT,GN,BD,
,"Miola, Stefania",F,Colori,IT,P,Sergio Bonelli Editore,
,"Mirabella, Maria Letizia",F,Lettering,IT,"P, GN","Sergio Bonelli Editore, Magic Press Edizioni, Tunué, Editoriale Cosmo, Panini Comics, NonaArte, Atlantyca, Playmaker",
,"Miracolo, Alessandro",M,Disegni,"IT, US","P, GN","Noise Press, IDW Publishing",
,"Miriade, Chiara",F,Colori,IT,GN,Noise Press,
,"Mlinaric, Antonio",M,Disegni,IT,P,"Editoriale Cosmo, Bugs Comics",
,"Moranelli, Romina",F,Disegni,"FR, IT, US","P, GN","The Walt Disney Company, Marvel Comics, Editions Clair de Lune",
,"Morando, Davide",M,Sceneggiatura,IT,GN,Genova Comics Academy,
,"Moroni, Alessio",M,Disegni,IT,P,Sergio Bonelli Editore,
,"Morris, Rachele",F,Disegni,IT,GN,Beccogiallo,
,"Mossa, Andres J.",M,"Disegni, Colori","IT, US",P,"Sergio Bonelli Editore, Marvel Comics",Grafite - Scuola di grafica e fumetto (Taranto)
,"Musumeci, Alessandro",M,Colori,IT,P,Sergio Bonelli Editore,
,"Neziti, Domenico",M,Colori,"FR, US","P, GN","Dark Horse Comics, Dc Comics, Editions Soleil, Editions Glenat",Corso di fumetto - Arena del Fumetto (Bologna)
,"Nosenzo, Barbara",F,Colori,US,P,"Delirium, Rebellion 2000 AD",
,"Nomisake, Laura",F,Autrice unica,IT,GN,Einaudi,
,"Oddi, Diego",M,Disegni,"FR, IT","P, GN","Bugs Comics, Editions Glenat",
,"Notarnicola, Vito",M,Sceneggiatura,IT,P,The Walt Disney Company,
,"Olimpieri, Andrea",M,Disegni,"FR, IT, US",P,"Hachette Fascicoli, Bugs Comics, IDW Publishing, Titan Comics",
,"Oliva, Pino",M,Autore unico,IT,GN,Lavieri Edizioni,
,"Onzo, Marcella",F,Sceneggiatura,IT,GN,Beccogiallo,
,"Paciarotti, Leonardo",M,Colori,US,P,Zenescope,
,"Orlando, Valerio",F,Disegni,FR,GN,Editions Soleil,
,"Pagliani, Elena",F,Autrice unica,IT,GN,Diabolo,
,"Palescandolo, Claudia",F,Colori,"FR, IT",GN,"SaldaPress, Panini Comics, Casterman, Lucky Red/RCS",
,"Paschetta, Marco",M,Autore unico,"FR, IT, ES",GN,"Diabolo, Bang Ediciones - Mamut Comic",Scuola internazionale di Comics - Torino
,"Pasqual, Riccardo",M,Autore unico,IT,GN,Beccogiallo,
,"Pastore, Massimo",M,"Disegni, Autore unico",IT,GN,Bacchilega,
,"Pastore, Valerio",M,Disegni,IT,GN,Beccogiallo,
,"Penco Sechi, Beatrice",F,Disegni,FR,GN,"Editions Soleil, Editions Jungle",
,"Pejrano, Valentina",F,Lettering,IT,P,Sergio Bonelli Editore,
,"Pellegrini, Giulia",F,Disegni,FR,GN,Petit à Petit,
,"Pejrano, Maria",F,Lettering,IT,P,Sergio Bonelli Editore,
,"Pennisi, Marco",M,Disegni,IT,P,The Walt Disney Company,
,"Petrazzi, Claudia",F,"Disegni, Colori",IT,GN,Editrice Il Castoro,
,"Peterle, Giada",F,Sceneggiatura,IT,GN,Beccogiallo,
,"Piacenza, Paolo",M,Sceneggiatura,IT,GN,Beccogiallo,
,"Pex, Giulia",F,Autrice unica,IT,GN,Hoppipolla,
,"Picone, Nico",M,Disegni,IT,P,The Walt Disney Company,Corso di fumetto - Arena del Fumetto (Bologna)
,"Pieri, Lorenzo",M,Colori,FR,GN,"Editions Soleil, Editions Delcourt",The Sign - Comics & Arts Academy (Firenze)
,"Pincelli, Matteo",M,Disegni,GB,"P, GN",Usborne,
,"Pizzato, Donata",F,Disegni,IT,GN,Il Battello a Vapore,
,"Pizzetti, Alberto",M,Disegni,"FR, IT","P, GN","Sergio Bonelli Editore, Editions Dupuis",
,"Piu, Carlo",M,Disegni,IT,P,Sergio Bonelli Editore,Scuola internazionale di Comics - Padova
,"Polacco, Armando Miron",M,Disegni,IT,GN,Beccogiallo,
,"Pompeo, Andrea",M,Disegni,IT,P,Sergio Bonelli Editore,
,"Porno, Zeno",M,Sceneggiatura,IT,P,The Walt Disney Company,
,"Pressato, Lavinia",F,Colori,IT,GN,Tunué,
,"Previati, Alice",F,Colori,"FR, IT","P, GN","Panini Comics, Lavieri Edizioni, Egmont, San Paolo Periodici",
,"Prisco, Simone",M,Autore unico,IT,GN,Douglas,
,"Procura, Sissi",F,Sceneggiatura,IT,GN,Mangasenpai,
,"Puccio, Pietro",M,Disegni,IT,P,The Walt Disney Company,
,"Patanè, Luca Gregorio",M,Disegni,IT,GN,Tunué,
,"Puppo, Manuel Ananda",M,Colori,"FR, IT","P, GN","The Walt Disney Company, Editions Glenat, Editions Dupuis, Petit à Petit, Le Editions Le Lombard",
,"Quarello, Maurizio",M,Autore unico,FR,GN,Editions des elephants,
,"Quattrocchi, Giuseppe Carlo",M,Disegni,"FR, IT",GN,"Rizzoli Lizard, Editions Soleil, Editions Glenat",Scuola del fumetto (Verona/Milano)
,"Ravazzani, Alessio",M,Lettering,IT,"P, GN","SaldaPress, Sergio Bonelli Editore, Coconino Press, Panini Comics",
,"Rea, Arianna",F,Disegni,"FR, IT",GN,"The Walt Disney Company, Tunué, Editions Soleil",SRF - Scuola Romana dei Fumetti
,"Reize, Alekos",M,Autore unico,IT,GN,Beccogiallo,
,"Repossi, Alessandra",F,Sceneggiatura,IT,GN,Beccogiallo,
,"Restardi, Marcello",M,Disegni,IT,GN,Beccogiallo,
,"Righi, Nicola",M,Colori,IT,P,Sergio Bonelli Editore,
,"Rollo, Enrico Gabriele",M,Colori,IT,"P, GN","Sergio Bonelli Editore, Tunué",
,"Romeo, Alessandro",M,Autore unico,IT,GN,Canicola Edizioni,
,"Rossi, Monica",F,"Disegni, Colori, Autrice unica",IT,"P, GN","Diabolo, La Stampa/Tuttolibri, Corriere della Sera/La Lettura, Solferino Libri, Parapiglia",
,"Rossin, Fabio Ramiro",M,Autore unico,IT,GN,Coconino Press,Scuola superiore d'arte applicata (Milano)
,"Ruggiero, Francesca",F,Sceneggiatura,IT,GN,Eris Edizioni,
,"Saccani, Clarissa",F,Lettering,IT,P,Editoriale Cosmo,
,"Sabella, Arianna",F,Colori,FR,GN,Editions Soleil,
,"Sacchetti, Franco",M,Autore unico,IT,GN,Round Robin,
,"Saccoman, Isacco",M,Disegni,"FR, IT",GN,"Beccogiallo, Editions Dupuis",Scuola internazionale di Comics - Padova
,"Grotti, Massimiliano",M,Sceneggiatura,"IT, US",GN,"Noise Press, Proglo, Wunderman Comics",
,"Salsi, Lisa",F,Disegni,IT,P,Bugs Comics,
,"Salvagno, Luca",M,Autore unico,IT,P,"Arnoldo Mondadori Editore, Beccogiallo, San Paolo Periodici",
,"Sammarco, Nicola",M,Disegni,IT,P,The Walt Disney Company,
,"Sanapo, Maria Laura",F,"Disegni, Chine",US,P,"Dc Comics, Dynamite Entertainment",Scuola internazionale di Comics - Firenze
,"Sanfelice, Marina",F,Lettering,IT,P,Sergio Bonelli Editore,
,"Santagati, Federico",M,Disegni,US,P,Marvel Comics,
,"Sansone, Vincenzo",M,Disegni,US,P,"Dead Canary Comics, Approbation Comics, Rio Bravo Comics, TidalWave Productions",
,"Sardina, Toni",M,Sceneggiatura,IT,GN,Ex Libris,
,"Sarritzu, Martina",F,Disegni,IT,GN,Canicola Edizioni,
,"Sartori, Leonora",F,Sceneggiatura,IT,GN,Beccogiallo,
,"Scolari, Silvano",M,Colori,"FR, IT","P, GN","The Walt Disney Company, Les Humanoides Associes",Scuola internazionale di Comics - Reggio Emilia
,"Scotto, Lavina Zulema",F,Disegni,"FR, US","P, GN","Dark Horse Comics, Petit à Petit",
,"Scozzari, Filippo",M,Autore unico,IT,GN,Coconino Press,
,"Semeraro, Raffaele",M,Chine,US,P,"Titan Comics, Storm King Comics",
,"Setola, Michelangelo",M,Autore unico,IT,GN,Canicola Edizioni,
,"Simeoni, Manuel",M,Disegni,US,P,"Dc Comics, IDW Publishing",Scuola internazionale di Comics - Roma
,"Simonacci, Matteo",M,Disegni,FR,GN,"Editions Soleil, Marabout",
,"Sostegni, Dario",M,Autore unico,IT,GN,Canicola Edizioni,
,"Sotgiu, Luca",M,Disegni,FR,GN,Editions Soleil,
,"Spreafico, Viviana",F,Lettering,IT,P,Sergio Bonelli Editore,
,"Squarcio, Boris",M,Disegni,IT,GN,Edizioni NPE,
,"Stella, Mariateresa",F,Disegni,IT,GN,Beccogiallo,
,"Tabbi, Salvatore",M,"Disegni, Chine","IT, US",P,"Sergio Bonelli Editore, Zenescope",
