"","Nome d'arte","Nome","Sesso","Attivit‡","Paesi.di.prima.pubblicazione","Mercati","Editori","Insegna.presso","ISBN"
"1298",NA,"Nardella, Stefano","M","Sceneggiatura","IT, FR","GN","Hazard Edizioni, Kleiner Flug, Sarbacane","",""
"1299",NA,"Nardo, Federico","M","Disegni","IT, FR","GN","…ditions Glenat, …ditions Soleil, ReNoir Comics, TunuÈ","",""
"1300",NA,"Nardone, Giovanni","M","Disegni","IT","GN","TunuÈ","",""
"1301",NA,"Natale, Marco","M","Autore Unico","IT","GN","Sbam! Comics","",""
"1302",NA,"Natalini, Edoardo","M","Autore Unico","IT, FR","GN","Akileos, Kleiner Flug","",""
"1303",NA,"Natangelo, Mario","M","Autore Unico","IT","GN","Magic Press Edizioni","",""
"1304",NA,"Natarella, Lorenza","F","Autrice Unica","IT","GN","Bao Publishing","",""
"1305",NA,"Nazzaro, Sergio","M","Sceneggiatura","IT","GN","Round Robin","",""
"1306",NA,"Negri, Gabriel","M","Disegni","IT","GN","Edizioni NPE","",""
"1307","Regular Size Monster (R.S.M.)","Negri, Luca","M","Autore Unico","IT","GN","Coconino Press, Eris Edizioni","",""
"1308",NA,"Negrin, Emanuela","F","Disegni, Sceneggiatura","IT, FR","P, GN","…ditions Soleil, The Walt Disney Company","",""
"1309",NA,"Nencioni, Alessio","M","Sceneggiatura","IT","GN","Kleiner Flug","",""
"1310",NA,"Neri, Filippo","M","Disegni","FR","GN","Petit ‡ Petit","",""
"1311",NA,"Neri, Marino","M","Autore Unico","IT","GN","Canicola Edizioni, Coconino Press, Oblomov Edizioni","Scuola internazionale di Comics - Reggio Emilia",""
"1312",NA,"Nerolini, Manuela","F","Colori, Disegni","IT","P, GN","Bao Publishing, Sergio Bonelli Editore","",""
"1313",NA,"Nespolino, Alessandro","M","Disegni","IT","P","Sergio Bonelli Editore","Scuola internazionale di Comics - Napoli, Scuola italiana di Comix (Napoli)",""
"1314",NA,"Neziti, Domenico","M","Colori","FR, USA","P, GN","Dark Horse Comics, DC Comics, …ditions Glenat, …ditions Soleil","Corso di fumetto - Arena del Fumetto (Bologna)",""
"1315",NA,"Nicolaci, Silvestro","M","Disegni","FR","GN","…ditions Soleil","",""
"1316",NA,"Nicolai, Riccardo","M","Sceneggiatura","IT","P","The Walt Disney Company","",""
"1317",NA,"Nigro, Sisto ‚ÄúHorace‚Äù","M","Sceneggiatura","IT","P","The Walt Disney Company","",""
"1318",NA,"Niro, Giovanna","F","Colori","IT","P","Sergio Bonelli Editore","SRF - Scuola Romana dei Fumetti",""
"1319",NA,"Nisi, Giovanni","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"1320",NA,"Nizzi, Claudio","M","Sceneggiatura","IT","P","Rizzoli Lizard, SaldaPress, Sergio Bonelli Editore","",""
"1321",NA,"Nizzoli, Marco","M","Disegni","IT, FR","P, GN","…ditions Delcourt, …ditions Glenat, Oblomov Edizioni, Sergio Bonelli Editore","Scuola internazionale di Comics - Reggio Emilia",""
"1322",NA,"Njock, Gaspard","M","Disegni","IT","GN","TunuÈ","",""
"1323",NA,"Nocera, Alessia","F","Colori","IT, FR","P, GN","…ditions Glenat, Sergio Bonelli Editore","Scuola internazionale di Comics - Napoli",""
"1324",NA,"Nomisake, Laura","F","Autrice Unica","IT","GN","Einaudi","",""
"1325",NA,"Nosenzo, Barbara","F","Colori","USA","P","Delirium, Rebellion 2000 AD","",""
"1326","Ketsu","Nostrale, Filomena","F","Autrice Unica","IT","GN","Shockdom","",""
"1327",NA,"Notarnicola, Vito","M","Sceneggiatura","IT","P","The Walt Disney Company","",""
"1328",NA,"Nucci, Marco","M","Sceneggiatura","IT","P, GN","Panini Comics, Sergio Bonelli Editore, The Walt Disney Company, TunuÈ","Scuola internazionale di Comics - Milano",""
"1329",NA,"Nunziati, Riccardo","M","Disegni","IT","P","Astorina, ReNoir Comics","",""
"1330",NA,"Nuti, Lorenzo","M","Disegni","IT, FR","GN","Kleiner Flug, Tabou","",""
"1331",NA,"Oddi, Diego","M","Disegni","IT, FR","P, GN","Bugs Comics, …ditions Glenat","",""
"1332",NA,"Olimpieri, Andrea","M","Disegni","IT, FR, USA","P","Bugs Comics, Hachette, Hachette Fascicoli, IDW Publishing, Titan Comics","",""
"1333",NA,"Oliva, Pino","M","Autore Unico","IT","GN","Lavieri Edizioni","",""
"1334",NA,"Olivares, Giancarlo","M","Disegni","IT, FR","P, GN","…ditions Soleil, Panini Comics, Sergio Bonelli Editore, The Walt Disney Company","Scuola internazionale di Comics - Brescia",""
"1335",NA,"Olivieri, Bruno","M","Autore Unico","IT","P","San Paolo Periodici","Fum√© Scuola di fumetto",""
"1336",NA,"Ongarato, Pierluigi","M","Disegni","IT","GN","BeccoGiallo","",""
"1337",NA,"Ongaro, Paolo","M","Disegni","IT","P","Sergio Bonelli Editore, The Walt Disney Company","",""
"1338",NA,"Onzo, Marcella","F","Sceneggiatura","IT","GN","BeccoGiallo","",""
"1339",NA,"Orizio, Daniele ""Dany""","M","Disegni","IT","P","Sergio Bonelli Editore","Scuola internazionale di Comics - Brescia",""
"1340",NA,"Orlandi, Alfredo","M","Disegni","IT, FR","P, GN","…ditions Clair de Lune, Sergio Bonelli Editore","",""
"1341",NA,"Orlandi, Enrico","M","Autore Unico","IT","GN","TunuÈ","",""
"1342",NA,"Orlando, Valerio","F","Disegni","FR","GN","…ditions Soleil","",""
"1343",NA,"Orsi, Tea","F","Sceneggiatura","IT, USA","P","Dark Horse Comics, Panini Comics, Papercutz, The Walt Disney Company","",""
"1344",NA,"Ortolani, Leonardo ""Leo""","M","Autore Unico","IT","P, GN","Bao Publishing, Feltrinelli Editore, Panini Comics","",""
"1345",NA,"Ortolani, Lorenzo","M","Colori","IT","P","Panini Comics","",""
"1346",NA,"Ostini, Alberto","M","Sceneggiatura","IT","P","Sergio Bonelli Editore, The Walt Disney Company","Scuola internazionale di Comics - Milano",""
"1347",NA,"Pace, Simone","M","Autore Unico","IT","P, GN","Alias - il Manifesto, Barta Edizioni, Il Battello a Vapore","",""
"1348",NA,"Paciaroni, Francesco","M","Disegni","IT","GN","Edizioni INKiostro","",""
"1349",NA,"Paciarotti, Leonardo","M","Colori","USA","P","Zenescope","",""
"1350","Gipi","Pacinotti, Gian Alfonso","M","Autore Unico","IT, FR","GN","Actes Sud, Coconino Press, Editions Gallimard Jeunesse, Futuropolis, Gallimard Jeunesse","",""
"1351",NA,"Paesani, Luana","F","Disegni","IT","P","Sergio Bonelli Editore","",""
"1352",NA,"Pagani, Emiliano","M","Sceneggiatura","IT","GN","Feltrinelli Editore, TunuÈ","",""
"1353","Tuono Pettinato","Paggiaro, Andrea","M","Autore Unico","IT","GN","BD, Rizzoli Lizard, Topipittori","",""
"1354",NA,"Pagliani, Elena","F","Autrice Unica","IT","GN","Diabolo Edizioni","",""
"1355",NA,"Pagliarani, Gianluca","M","Disegni","IT, FR","P, GN","…ditions Glenat, …ditions Soleil, Sergio Bonelli Editore","",""
"1356",NA,"Pagliarini, Riccardo","M","Disegni","IT","GN","BeccoGiallo","",""
"1357",NA,"Pagliarino, Alberto","M","Sceneggiatura","IT","GN","BeccoGiallo","The Sign - Comics & Arts Academy (Firenze)",""
"1358",NA,"Pagliaro, Alberto","M","Disegni","IT, FR","GN","BD, …ditions Delcourt, …ditions Glenat, …ditions Soleil, Kleiner Flug, Les Humanoides Associes","",""
"1359",NA,"Palarchi, Maurizio","M","Sceneggiatura","IT","GN","Kleiner Flug","",""
"1360",NA,"Palazzi, Marco","M","Disegni","IT","P","The Walt Disney Company","",""
"1361",NA,"Palescandolo, Claudia","F","Colori","IT, FR","GN","Casterman, Lucky Red/RCS, Panini Comics, SaldaPress","",""
"1362",NA,"Paliaga, Jacopo","M","Sceneggiatura","IT","GN","Bao Publishing, Panini Comics, Star Comics","",""
"1363",NA,"Pallaver, Silvia","F","Sceneggiatura","IT","GN","Round Robin","",""
"1364",NA,"Palleschi, Ilaria","F","Autrice Unica","IT","GN","Bao Publishing","",""
"1365",NA,"Palloni, Lorenzo","M","Autore Unico, Sceneggiatura","IT, FR","GN","Akileos, Edizioni INKiostro, Feltrinelli Editore, Rizzoli Lizard, SaldaPress, Sarbacane","Scuola internazionale di Comics - Firenze/Reggio Emilia",""
"1366",NA,"Palma, Antonio","M","Disegni","FR","GN","…ditions Glenat","",""
"1367",NA,"Palmas, Angelo","M","Disegni, Sceneggiatura","IT","P","Astorina, The Walt Disney Company","",""
"1368",NA,"Palmisciano, NicolÚ","M","Disegni","IT","GN","Edizioni INKiostro","",""
"1369",NA,"Palomba, Francesco","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"1370",NA,"Palumbo, Giuseppe","M","Disegni","IT","P, GN","Astorina, Coconino Press, Edizioni INKiostro, Sergio Bonelli Editore","",""
"1371",NA,"Panarese, Claudio","M","Disegni, Sceneggiatura","IT","P","The Walt Disney Company","",""
"1372",NA,"Panaro, Carlo","M","Sceneggiatura","IT","P","The Walt Disney Company","",""
"1373",NA,"Panaro, Ottavio","M","Disegni","IT","P","The Walt Disney Company","",""
"1374",NA,"Panciroli, Luca","M","Disegni","IT","GN","Noise Press","",""
"1375",NA,"Panella, Simon","M","Autore Unico","IT","GN","BD, CNR, Edizioni Zanetti","",""
"1376",NA,"Panini, Gabriele","M","Sceneggiatura","IT","P","Sergio Bonelli Editore, The Walt Disney Company","",""
"1377",NA,"Panniello, Gianluca","M","Disegni","IT, FR","P, GN","…ditions Clair de Lune, The Walt Disney Company","",""
"1378",NA,"Pantalena, Paola ‚ÄúPanti‚Äù","F","Disegni","IT, USA","P, GN","DC Comics, Marvel Comics, Star Comics, Zenescope","",""
"1379",NA,"Paoloni, Simone","M","Disegni","IT","P","Edizioni Zanetti, Sergio Bonelli Editore","",""
"1380",NA,"Paolucci, Diego","M","Sceneggiatura","IT","P","Sergio Bonelli Editore","",""
"1381",NA,"Parascandolo, Emanuele","M","Autore Unico","IT","GN","Hazard Edizioni","",""
"1382",NA,"Parisi, Andrea","M","Colori","IT, FR","P, GN","Bugs Comics, …ditions Delcourt, …ditions le Lombard, …ditions Soleil, Mondadori, The Walt Disney Company","SRF - Scuola Romana dei Fumetti, IED - Istituto Europeo di Disegni (Roma)",""
"1383","Criki","Parisi, Andy","M","Disegni","IT, FR","P, GN","Bugs Comics, …ditions le Lombard, The Walt Disney Company","",""
"1384",NA,"Parisi, Paolo","M","Autore Unico","IT, FR","GN","BeccoGiallo, Centauria, Coconino Press, Sarbacane","",""
"1385",NA,"Parma, Gabriele","M","Colori, Disegni","IT, FR","GN","…ditions Delcourt, First, ReNoir Comics","Scuola Chiavarese del Fumetto",""
"1386",NA,"Parodi, Alessandro","M","Disegni","IT","GN","Bompiani, Einaudi","Genova Comics Academy",""
"1387",NA,"Parrillo, Lucio","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"1388",NA,"Pascarella, Salvatore","M","Disegni","IT, FR","GN","H2T - L'Hydre, Mangasenpai","Scuola italiana di Comix (Napoli)",""
"1389",NA,"Paschetta, Marco","M","Autore Unico","IT, FR, ES","GN","Bang Ediciones - Mamut Comic, Diabolo Edizioni","Scuola internazionale di Comics - Torino",""
"1390",NA,"Pascutti, Davide","M","Autore Unico","IT","GN","BeccoGiallo, Cambourakis","",""
"1391",NA,"Pasini, Andrea","M","Sceneggiatura","IT","P","Astorina","",""
"1392",NA,"Pasini, Fabrizio","M","Disegni","FR","GN","Vents d'Ouest","",""
"1393",NA,"Pasqual, Riccardo","M","Autore Unico","IT","GN","BeccoGiallo","",""
"1394",NA,"Pasqualini, Hannes","M","Autore Unico","IT","GN","TunuÈ","",""
"1395",NA,"Pasquetto, Nicola","M","Colori","IT","P","The Walt Disney Company","",""
"1396","Luciop","Passalacqua, Lucio","M","Autore Unico","IT","GN","Shockdom","",""
"1397",NA,"Pasta, Michele","M","Disegni","IT, FR","P, GN","…ditions Delcourt, Panini Comics","",""
"1398",NA,"Pastore, Massimo","M","Autore Unico, Disegni","IT","GN","Bacchilega","",""
"1399",NA,"Pastore, Valerio","M","Disegni","IT","GN","BeccoGiallo","",""
"1400",NA,"Pastorello, Alessia","F","Colori","IT","P","Sergio Bonelli Editore","",""
"1401",NA,"Pastrovicchio, Alessandro","M","Disegni","IT","P","Sergio Bonelli Editore, The Walt Disney Company","",""
"1402",NA,"Pastrovicchio, Lorenzo","M","Disegni, Sceneggiatura","IT","P","The Walt Disney Company","",""
"1403",NA,"PatanË, Alessandra","F","Disegni","IT","P, GN","DC Comics, Marvel Comics, Panini Comics, Shockdom","",""
"1404",NA,"PatanË, Luca Gregorio","M","Disegni","IT","GN","TunuÈ","",""
"1405",NA,"Pau Melis, Andrea","M","Sceneggiatura","IT","P","DeAgostini, It Comics, Sergio Bonelli Editore","Fum√© Scuola di fumetto",""
"1406",NA,"Pavan, Sara","F","Autrice Unica, Lettering","IT","GN","Bao Publishing, Feltrinelli Editore","",""
"1407",NA,"Peddes, Gabriele","M","Autore Unico, Disegni","IT","GN","TunuÈ","",""
"1408",NA,"Pejrano, Maria","F","Lettering","IT","P","Sergio Bonelli Editore","",""
"1409",NA,"Pejrano, Valentina","F","Lettering","IT","P","Sergio Bonelli Editore","",""
"1410",NA,"Pelizzari, Giorgio","M","Sceneggiatura","IT","P, GN","Hazard Edizioni, The Walt Disney Company","Scuola superiore d'arte applicata (Milano)",""
"1411",NA,"Pelizzari, Ivan","M","Sceneggiatura","IT","GN","Libreria Geografica","",""
"1412",NA,"Pellegrini, Giulia","F","Disegni","FR","GN","Petit ‡ Petit","",""
"1413",NA,"Pellizzon, NicolÚ","M","Autore Unico","IT","GN","Bao Publishing, Canicola Edizioni, Sergio Bonelli Editore","Scuola internazionale di Comics - Milano",""
"1414",NA,"Penco Sechi, Beatrice","F","Disegni","FR","GN","…ditions Jungle, …ditions Soleil","",""
"1415",NA,"Penco, Michele","M","Autore Unico","IT","GN","Edizioni NPE, Kleiner Flug","Scuola internazionale di Comics - Firenze",""
"1416",NA,"Pennacchioli, Gabriele","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"1417",NA,"Pennisi, Marco","M","Disegni","IT","P","The Walt Disney Company","",""
"1418",NA,"Perazzone, Simone","M","Sceneggiatura","IT","GN","Edizioni NPE","",""
"1419","Epi","Percivati, Elisabetta","F","Autrice Unica","IT","GN","BeccoGiallo","",""
"1420",NA,"Perconti, Davide","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"1421","Delacroix","Peres, Antonio","M","Autore Unico","IT","GN","Shockdom","",""
"1422",NA,"Pericoli, Chantal","M","Sceneggiatura","IT","P","The Walt Disney Company","",""
"1423",NA,"Perina, Alessandro","M","Disegni","IT","P","The Walt Disney Company","",""
"1424",NA,"Perini, Gaya","F","Sceneggiatura","IT","P","The Walt Disney Company","",""
"1425",NA,"Perissinotto, Giada","F","Disegni","IT","P","The Walt Disney Company","",""
"1426",NA,"Perla, Valentina","F","Colori","IT","P","The Walt Disney Company","",""
"1427",NA,"Perniola, Mirko","M","Sceneggiatura","IT","P","Sergio Bonelli Editore","Scuola del fumetto (Verona)",""
"1428",NA,"Peroni, Marco","M","Sceneggiatura","IT","GN","BeccoGiallo","",""
"1429",NA,"Perri, Emilia Cinza","F","Sceneggiatura","IT","GN","BD","",""
"1430",NA,"Perrimezzi, Lucio","M","Sceneggiatura","IT","GN","Noise Press, TunuÈ","",""
"1431",NA,"Perrone, Francesca","F","Disegni","IT","GN","Shockdom","",""
"1432",NA,"Perrotta, Mario","M","Colori","IT","GN","IDW Publishing, Panini Comics, Shockdom, The Walt Disney Company","",""
"1433","Pera Comics","Perugini, Alessandro","M","Autore Unico","IT","GN","TunuÈ","",""
"1434",NA,"Perugini, Marco","M","Disegni","IT","P","Bugs Comics, Sergio Bonelli Editore","",""
"1435",NA,"Pesce, Mariapaola","F","Sceneggiatura","IT","GN","BeccoGiallo","",""
"1436",NA,"Pesce, Massimo","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"1437",NA,"Pesce, Riccardo","M","Sceneggiatura","IT","P","The Walt Disney Company","",""
"1438",NA,"Pesov, Boban","M","Autore Unico","IT","GN","Magic Press Edizioni","",""
"1439",NA,"Peteliko","M","Disegni","IT","GN","Noise Press","",""
"1440",NA,"Peterle, Giada","F","Sceneggiatura","IT","GN","BeccoGiallo","",""
"1441",NA,"Petrazzi, Claudia","F","Colori, Disegni","IT","GN","Editrice Il Castoro","",""
"1442",NA,"Petrella, Marco","M","Autore Unico","IT","GN","Edizioni Clichy","",""
"1443",NA,"Petricelli, Assia","F","Sceneggiatura","IT","GN","TunuÈ","",""
"1444","Wallie","Petrone, Walter","M","Autore Unico","IT","GN","Feltrinelli Editore, Shockdom","",""
"1445",NA,"Petrosino, Alberto","M","Sceneggiatura","IT","GN","Fumetti di Cane","",""
"1446",NA,"Petrossi, Fabrizio","M","Colori, Disegni","IT","P","The Walt Disney Company","",""
"1447",NA,"Petruccelli, Stefano","M","Sceneggiatura","IT","P","The Walt Disney Company","",""
"1448",NA,"Petrucci, Michele","M","Autore Unico","IT","GN","Arnoldo Mondadori Editore, Coconino Press, Mondadori, SaldaPress","",""
"1449",NA,"Petruccioli, Rita","F","Autrice Unica","IT","P, GN","Bao Publishing, Sergio Bonelli Editore","",""
"1450",NA,"Pex, Giulia","F","Autrice Unica","IT","GN","Hoppipolla","",""
"1451",NA,"Pezone, Salvatore","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"1452",NA,"Pezzi, Fabio","M","Disegni","FR","GN","…ditions Glenat","",""
"1453",NA,"Pezzin, Giorgio","M","Sceneggiatura","IT","P","The Walt Disney Company","Dali Arts (Vicenza)",""
"1454",NA,"Piacentini, Fabio","M","Disegni","IT, FR","P, GN","…ditions Glenat, Sergio Bonelli Editore","",""
"1455",NA,"Piacenza, Paolo","M","Sceneggiatura","IT","GN","BeccoGiallo","",""
"1456",NA,"Piana, Matteo","M","Disegni","IT, FR","P, GN","…ditions Delcourt, Les Humanoides Associes, Sergio Bonelli Editore","Scuola del fumetto (Milano)",""
"1457",NA,"Piani, Stefano","M","Sceneggiatura","IT","P","Sergio Bonelli Editore","",""
"1458",NA,"Pianta, Elena","F","Disegni","IT","P","ReNoir Comics, Sergio Bonelli Editore, The Walt Disney Company","Scuola di fumetti di Asti",""
"1459",NA,"Piazzalunga, Patrick","M","Disegni","IT","P","It Comics, Sergio Bonelli Editore","",""
"1460",NA,"Piccatto, Luigi","M","Disegni","IT","P","Sergio Bonelli Editore","Scuola di fumetti di Asti",""
"1461",NA,"Piccinelli, Alessandro","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"1462",NA,"Piccininno, Giuliano","M","Autore Unico, Disegni","IT","P","Sergio Bonelli Editore","Dali Arts (Vicenza)",""
"1463",NA,"Piccioni, Rossano","M","Disegni","IT","GN","Edizioni INKiostro, Feltrinelli Editore","",""
"1464",NA,"Piccioni, Valerio","M","Disegni","IT","P","Bugs Comics, Sergio Bonelli Editore","",""
"1465",NA,"Piccoli, Claudio","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"1466",NA,"Piccoli, Guido","M","Sceneggiatura","FR","GN","Arnoldo Mondadori Editore, Dargaud, Mondadori","",""
"1467",NA,"Piccoli, Stefano ""S3keno""","M","Autore Unico","IT","GN","Round Robin, TunuÈ","SRF - Scuola Romana dei Fumetti",""
"1468",NA,"Pichelli, Sara","F","Disegni","IT, USA","P","Marvel Comics, Panini Comics","Scuola internazionale di Comics - Roma",""
"1469",NA,"Picone, Nico","M","Disegni","IT","P","The Walt Disney Company","Corso di fumetto - Arena del Fumetto (Bologna)",""
"1470",NA,"Picuno, Elisa","F","Disegni, Lettering","IT","P","The Walt Disney Company","",""
"1471",NA,"Piere, Roberto","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"1472",NA,"Pierfederici, Mirco","M","Disegni","IT, USA","P","DC Comics, Marvel Comics, Panini Comics, Sergio Bonelli Editore","Scuola internazionale di Comics - Pescara",""
"1473",NA,"Pieri, Lorenzo","M","Colori","FR","GN","…ditions Delcourt, …ditions Soleil","The Sign - Comics & Arts Academy (Firenze)",""
"1474","Pierz","Piersantelli, Luca","M","Autore Unico","IT","GN","Edizioni NPE, Shockdom","",""
"1475",NA,"Pietrobon, Federico","M","Colori, Disegni","FR","GN","…ditions Delcourt, …ditions le Lombard, …ditions Soleil","",""
"1476",NA,"Pincelli, Matteo","M","Disegni","UK","P, GN","Usborne","",""
"1477",NA,"Pinelli, Luca","M","Colori, Disegni","IT","GN","Kleiner Flug","Scuola internazionale di Comics - Firenze",""
"1478",NA,"Pinti, Valentina","F","Disegni","IT, FR","GN","…ditions Soleil, Noise Press","",""
"1479",NA,"Pinto, Valentina","F","Colori","USA","P","Dark Horse Comics, Dynamite Entertainment, IDW Publishing","",""
"1480","Dr. Pira","Piraccini, Maurizio","M","Autore Unico","IT","GN","Coconino Press, Rizzoli Lizard","IED - Istituto Europeo di Disegni (Roma)",""
"1481",NA,"Piras, Luigi","M","Disegni","IT","P","The Walt Disney Company","",""
"1482",NA,"Pisapia, Blasco","M","Disegni, Sceneggiatura","IT","P","The Walt Disney Company","",""
"1483",NA,"Piscitelli, Francesca","F","Colori","IT","P","Sergio Bonelli Editore","",""
"1484",NA,"Pistoia, Thomas","M","Sceneggiatura","IT","P","Astorina, It Comics, Sergio Bonelli Editore","",""
"1485",NA,"Pittaluga, Luigi","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"1486",NA,"Piu, Carlo","M","Disegni","IT","P","Sergio Bonelli Editore","Scuola internazionale di Comics - Padova",""
"1487",NA,"Piubello, Manuel","M","Sceneggiatura","IT","GN","Shockdom","",""
"1488",NA,"Pizzato, Donata","F","Disegni","IT","GN","Il Battello a Vapore","",""
"1489",NA,"Pizzetti, Alberto","M","Disegni","IT, FR","P, GN","…ditions Dupuis, Sergio Bonelli Editore","",""
